
CommandType     Name                                               Version    Source
Function        Set-CsTeamsVdiPolicy                               7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsVirtualAppointmentsPolicy               7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsVoiceApplicationsPolicy                 7.3.1      MicrosoftTeams
Function        Set-CsTeamsWorkLoadPolicy                          7.3.1      MicrosoftTeams
Cmdlet          Set-CsTeamsWorkLocationDetectionPolicy             7.3.1      MicrosoftTeams
Function        Set-CsTenantBlockedCallingNumbers                  7.3.1      MicrosoftTeams
Function        Set-CsTenantDialPlan                               7.3.1      MicrosoftTeams
Function        Set-CsTenantFederationConfiguration                7.3.1      MicrosoftTeams
Function        Set-CsTenantMigrationConfiguration                 7.3.1      MicrosoftTeams
Function        Set-CsTenantNetworkRegion                          7.3.1      MicrosoftTeams
Function        Set-CsTenantNetworkSite                            7.3.1      MicrosoftTeams
Function        Set-CsTenantNetworkSubnet                          7.3.1      MicrosoftTeams
Function        Set-CsTenantTrustedIPAddress                       7.3.1      MicrosoftTeams
Function        Set-CsTenantUserBackfill                           7.3.1      MicrosoftTeams
Function        Set-CsUser                                         7.3.1      MicrosoftTeams
Function        Set-CsUserCallingDelegate                          7.3.1      MicrosoftTeams
Function        Set-CsUserCallingSettings                          7.3.1      MicrosoftTeams
Function        Set-CsUssUserSettings                              7.3.1      MicrosoftTeams
Function        Set-CsVideoInteropServiceProvider                  7.3.1      MicrosoftTeams
Cmdlet          Set-Culture                                        2.1.0.0    International
Function        Set-DAClientExperienceConfiguration                1.0.0.0    DirectAccessClientComponents
Function        Set-DAEntryPointTableItem                          1.0.0.0    DirectAccessClientComponents
Cmdlet          Set-Date                                           7.0.0.0    Microsoft.PowerShell.Utility
Cmdlet          Set-DefaultTenantBriefingConfig                    3.9.0      ExchangeOnlineManagement
Cmdlet          Set-DefaultTenantMyAnalyticsFeatureConfig          3.9.0      ExchangeOnlineManagement
Function        Set-DeliveryOptimizationStatus                     1.0.3.0    DeliveryOptimization
Function        Set-Disk                                           2.0.0.0    Storage
Function        Set-DnsClient                                      1.0.0.0    DnsClient
Function        Set-DnsClientDohServerAddress                      1.0.0.0    DnsClient
Function        Set-DnsClientGlobalSetting                         1.0.0.0    DnsClient
Function        Set-DnsClientNrptGlobal                            1.0.0.0    DnsClient
Function        Set-DnsClientNrptRule                              1.0.0.0    DnsClient
Function        Set-DnsClientServerAddress                         1.0.0.0    DnsClient
Function        Set-DODownloadMode                                 1.0.3.0    DeliveryOptimization
Function        Set-DOMaxBackgroundBandwidth                       1.0.3.0    DeliveryOptimization
Function        Set-DOMaxForegroundBandwidth                       1.0.3.0    DeliveryOptimization
Function        Set-DOPercentageMaxBackgroundBandwidth             1.0.3.0    DeliveryOptimization
Function        Set-DOPercentageMaxForegroundBandwidth             1.0.3.0    DeliveryOptimization
Cmdlet          Set-DscLocalConfigurationManager                   1.1        PSDesiredStateConfiguration
Function        Set-DtcAdvancedHostSetting                         1.0.0.0    MsDtc
Function        Set-DtcAdvancedSetting                             1.0.0.0    MsDtc
Function        Set-DtcClusterDefault                              1.0.0.0    MsDtc
Function        Set-DtcClusterTMMapping                            1.0.0.0    MsDtc
Function        Set-DtcDefault                                     1.0.0.0    MsDtc
Function        Set-DtcLog                                         1.0.0.0    MsDtc
Function        Set-DtcNetworkSetting                              1.0.0.0    MsDtc
Function        Set-DtcTransaction                                 1.0.0.0    MsDtc
Function        Set-DtcTransactionsTraceSession                    1.0.0.0    MsDtc
Function        Set-DtcTransactionsTraceSetting                    1.0.0.0    MsDtc
Function        Set-DynamicParameterVariables                      3.4.0      Pester
Function        Set-EtwTraceProvider                               1.0.0.0    EventTracingManagement
Alias           Set-EtwTraceSession                                1.0.0.0    EventTracingManagement
Cmdlet          Set-ExecutionPolicy                                7.0.0.0    Microsoft.PowerShell.Security
Function        Set-FileIntegrity                                  2.0.0.0    Storage
Function        Set-FileShare                                      2.0.0.0    Storage
Function        Set-FileStorageTier                                2.0.0.0    Storage
Cmdlet          Set-HVCIOptions                                    1.0        ConfigCI
Function        Set-InitiatorPort                                  2.0.0.0    Storage
Function        Set-IscsiChapSecret                                1.0.0.0    iSCSI
Cmdlet          Set-Item                                           7.0.0.0    Microsoft.PowerShell.Management
Cmdlet          Set-ItemProperty                                   7.0.0.0    Microsoft.PowerShell.Management
Cmdlet          Set-JobTrigger                                     1.1.0.0    PSScheduledJob
Cmdlet          Set-KdsConfiguration                               1.0.0.0    Kds
Cmdlet          Set-LapsADAuditing                                 1.0.0.0    LAPS
Cmdlet          Set-LapsADComputerSelfPermission                   1.0.0.0    LAPS
Cmdlet          Set-LapsADPasswordExpirationTime                   1.0.0.0    LAPS
Cmdlet          Set-LapsADReadPasswordPermission                   1.0.0.0    LAPS
Cmdlet          Set-LapsADResetPasswordPermission                  1.0.0.0    LAPS
Cmdlet          Set-LocalGroup                                     1.0.0.0    Microsoft.PowerShell.LocalAccounts
Cmdlet          Set-LocalUser                                      1.0.0.0    Microsoft.PowerShell.LocalAccounts
Cmdlet          Set-Location                                       7.0.0.0    Microsoft.PowerShell.Management
Function        Set-LogProperties                                  7.0.0.0    PSDiagnostics
Function        Set-LogProperties                                  1.0.0.0    PSDiagnostics
Cmdlet          Set-MarkdownOption                                 7.0.0.0    Microsoft.PowerShell.Utility
Function        Set-MgApplicationLogo                              2.30.0     Microsoft.Graph.Applications
Function        Set-MgApplicationLogo                              2.32.0     Microsoft.Graph.Applications
Function        Set-MgApplicationLogo                              2.31.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronization                   2.31.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronization                   2.30.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronization                   2.32.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronizationJobBulkUploadCont… 2.32.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronizationJobBulkUploadCont… 2.31.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronizationJobBulkUploadCont… 2.30.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronizationSecret             2.32.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronizationSecret             2.31.0     Microsoft.Graph.Applications
Function        Set-MgApplicationSynchronizationSecret             2.30.0     Microsoft.Graph.Applications
Function        Set-MgApplicationVerifiedPublisher                 2.30.0     Microsoft.Graph.Applications
Function        Set-MgApplicationVerifiedPublisher                 2.32.0     Microsoft.Graph.Applications
Function        Set-MgApplicationVerifiedPublisher                 2.31.0     Microsoft.Graph.Applications
Function        Set-MgChatMessageHostedContent                     2.31.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageHostedContent                     2.30.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageHostedContent                     2.32.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReaction                          2.30.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReaction                          2.31.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReaction                          2.32.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyHostedContent                2.31.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyHostedContent                2.30.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyHostedContent                2.32.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyReaction                     2.31.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyReaction                     2.30.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyReaction                     2.32.0     Microsoft.Graph.Teams
Function        Set-MgCommunicationOnlineMeetingAttendeeReport     2.31.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingAttendeeReport     2.32.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingAttendeeReport     2.30.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingRecordingContent   2.32.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingRecordingContent   2.31.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingRecordingContent   2.30.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingTranscriptContent  2.32.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingTranscriptContent  2.31.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingTranscriptContent  2.30.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingTranscriptMetadat… 2.31.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingTranscriptMetadat… 2.30.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationOnlineMeetingTranscriptMetadat… 2.32.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationPresence                        2.31.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationPresence                        2.32.0     Microsoft.Graph.CloudCommunications
Function        Set-MgCommunicationPresence                        2.30.0     Microsoft.Graph.CloudCommunications
